,path,ans
0,00000,7
1,00001,10
2,00002,7
3,00003,0
4,00010,10
5,00011,10
6,00012,10
7,00013,9
8,00020,10
9,00021,10
10,00022,10
11,00023,9
12,00030,10
13,00031,9
14,00032,9
15,00033,10
16,00100,9
17,00101,10
18,00102,9
19,00103,1
20,00110,10
21,00111,10
22,00112,8
23,00113,10
24,00120,9
25,00121,9
26,00122,10
27,00123,10
28,00130,9
29,00131,1
30,00132,4
31,00133,1
32,00200,10
33,00201,9
34,00202,10
35,00203,9
36,00210,9
37,00211,10
38,00212,9
39,00213,10
40,00220,10
41,00221,5
42,00222,10
43,00223,1
44,00230,9
45,00231,10
46,00232,10
47,00233,10
48,00300,10
49,00301,9
50,00302,10
51,00303,9
52,00310,9
53,00311,1
54,00312,9
55,00313,1
56,00320,9
57,00321,9
58,00322,9
59,00323,9
60,00330,9
61,00331,9
62,00332,9
63,00333,9
64,01000,10
65,01001,1
66,01002,10
67,01003,10
68,01010,5
69,01011,5
70,01012,5
71,01013,6
72,01020,1
73,01021,1
74,01022,1
75,01023,9
76,01030,0
77,01031,0
78,01032,1
79,01033,4
80,01100,0
81,01101,6
82,01102,1
83,01103,0
84,01110,6
85,01111,1
86,01112,5
87,01113,5
88,01120,0
89,01121,5
90,01122,5
91,01123,5
92,01130,6
93,01131,6
94,01132,0
95,01133,6
96,01200,1
97,01201,9
98,01202,1
99,01203,1
100,01210,1
101,01211,0
102,01212,1
103,01213,5
104,01220,0
105,01221,1
106,01222,1
107,01223,10
108,01230,5
109,01231,1
110,01232,1
111,01233,1
112,01300,8
113,01301,5
114,01302,0
115,01303,0
116,01310,0
117,01311,4
118,01312,0
119,01313,1
120,01320,1
121,01321,6
122,01322,1
123,01323,1
124,01330,4
125,01331,5
126,01332,5
127,01333,5
128,02000,10
129,02001,9
130,02002,10
131,02003,5
132,02010,1
133,02011,1
134,02012,9
135,02013,9
136,02020,9
137,02021,8
138,02022,9
139,02023,1
140,02030,9
141,02031,9
142,02032,9
143,02033,6
144,02100,9
145,02101,9
146,02102,10
147,02103,10
148,02110,9
149,02111,1
150,02112,8
151,02113,6
152,02120,10
153,02121,10
154,02122,6
155,02123,10
156,02130,8
157,02131,9
158,02132,9
159,02133,9
160,02200,9
161,02201,9
162,02202,9
163,02203,1
164,02210,9
165,02211,8
166,02212,8
167,02213,9
168,02220,1
169,02221,8
170,02222,9
171,02223,9
172,02230,9
173,02231,9
174,02232,9
175,02233,9
176,02300,8
177,02301,9
178,02302,9
179,02303,9
180,02310,9
181,02311,9
182,02312,9
183,02313,9
184,02320,9
185,02321,9
186,02322,9
187,02323,9
188,02330,9
189,02331,10
190,02332,10
191,02333,9
192,03000,1
193,03001,9
194,03002,1
195,03003,5
196,03010,1
197,03011,1
198,03012,1
199,03013,1
200,03020,9
201,03021,4
202,03022,9
203,03023,1
204,03030,2
205,03031,4
206,03032,2
207,03033,7
208,03100,1
209,03101,5
210,03102,7
211,03103,3
212,03110,5
213,03111,5
214,03112,5
215,03113,2
216,03120,7
217,03121,4
218,03122,2
219,03123,5
220,03130,5
221,03131,3
222,03132,4
223,03133,3
224,03200,10
225,03201,0
226,03202,10
227,03203,8
228,03210,5
229,03211,3
230,03212,8
231,03213,2
232,03220,9
233,03221,9
234,03222,6
235,03223,9
236,03230,5
237,03231,5
238,03232,5
239,03233,5
240,03300,5
241,03301,5
242,03302,5
243,03303,5
244,03310,3
245,03311,2
246,03312,3
247,03313,2
248,03320,5
249,03321,3
250,03322,3
251,03323,3
252,03330,3
253,03331,3
254,03332,3
255,03333,3
256,10000,9
257,10001,1
258,10002,4
259,10003,8
260,10010,4
261,10011,9
262,10012,9
263,10013,3
264,10020,1
265,10021,5
266,10022,5
267,10023,5
268,10030,5
269,10031,5
270,10032,7
271,10033,3
272,10100,4
273,10101,3
274,10102,9
275,10103,3
276,10110,2
277,10111,3
278,10112,3
279,10113,3
280,10120,3
281,10121,3
282,10122,3
