,path,ans
0,00000,5
1,00001,1
2,00002,9
3,00003,0
4,00010,0
5,00011,5
6,00012,1
7,00013,10
8,00020,9
9,00021,10
10,00022,8
11,00023,1
12,00030,10
13,00031,10
14,00032,0
15,00033,9
16,00100,0
17,00101,0
18,00102,10
19,00103,1
20,00110,0
21,00111,0
22,00112,1
23,00113,1
24,00120,10
25,00121,10
26,00122,10
27,00123,10
28,00130,0
29,00131,9
30,00132,10
31,00133,1
32,00200,0
33,00201,0
34,00202,0
35,00203,1
36,00210,10
37,00211,0
38,00212,9
39,00213,0
40,00220,0
41,00221,0
42,00222,0
43,00223,0
44,00230,0
45,00231,0
46,00232,0
47,00233,0
48,00300,1
49,00301,1
50,00302,0
51,00303,0
52,00310,1
53,00311,0
54,00312,0
55,00313,0
56,00320,0
57,00321,0
58,00322,0
59,00323,0
60,00330,0
61,00331,0
62,00332,0
63,00333,0
64,01000,1
65,01001,0
66,01002,1
67,01003,0
68,01010,0
69,01011,1
70,01012,0
71,01013,8
72,01020,1
73,01021,1
74,01022,0
75,01023,10
76,01030,0
77,01031,0
78,01032,0
79,01033,0
80,01100,1
81,01101,1
82,01102,1
83,01103,9
84,01110,9
85,01111,1
86,01112,1
87,01113,9
88,01120,1
89,01121,9
90,01122,0
91,01123,1
92,01130,9
93,01131,1
94,01132,10
95,01133,1
96,01200,0
97,01201,0
98,01202,0
99,01203,0
100,01210,0
101,01211,0
102,01212,0
103,01213,0
104,01220,0
105,01221,0
106,01222,0
107,01223,0
108,01230,0
109,01231,0
110,01232,0
111,01233,0
112,01300,0
113,01301,0
114,01302,0
115,01303,0
116,01310,1
117,01311,9
118,01312,0
119,01313,10
120,01320,0
121,01321,0
122,01322,0
123,01323,10
124,01330,1
125,01331,10
126,01332,10
127,01333,10
128,02000,0
129,02001,5
130,02002,0
131,02003,0
132,02010,0
133,02011,0
134,02012,0
135,02013,0
136,02020,0
137,02021,0
138,02022,0
139,02023,0
140,02030,0
141,02031,0
142,02032,0
143,02033,0
144,02100,0
145,02101,0
146,02102,0
147,02103,0
148,02110,0
149,02111,0
150,02112,0
151,02113,0
152,02120,0
153,02121,0
154,02122,0
155,02123,0
156,02130,0
157,02131,0
158,02132,0
159,02133,0
160,02200,0
161,02201,0
162,02202,1
163,02203,0
164,02210,0
165,02211,0
166,02212,0
167,02213,0
168,02220,1
169,02221,0
170,02222,8
171,02223,0
172,02230,0
173,02231,0
174,02232,1
175,02233,0
176,02300,0
177,02301,0
178,02302,0
179,02303,0
180,02310,0
181,02311,0
182,02312,0
183,02313,0
184,02320,0
185,02321,6
186,02322,6
187,02323,0
188,02330,5
189,02331,5
190,02332,6
191,02333,0
192,03000,0
193,03001,0
194,03002,0
195,03003,0
196,03010,0
197,03011,0
198,03012,0
199,03013,0
200,03020,0
201,03021,0
202,03022,0
203,03023,0
204,03030,0
205,03031,0
206,03032,0
207,03033,0
208,03100,11
209,03101,10
210,03102,0
211,03103,0
212,03110,10
213,03111,10
214,03112,10
215,03113,10
216,03120,0
217,03121,0
218,03122,0
219,03123,0
220,03130,0
221,03131,10
222,03132,0
223,03133,10
224,03200,0
225,03201,4
226,03202,0
227,03203,0
228,03210,0
229,03211,0
230,03212,1
231,03213,10
232,03220,0
233,03221,0
234,03222,0
235,03223,0
236,03230,1
237,03231,6
238,03232,0
239,03233,1
240,03300,0
241,03301,10
242,03302,11
243,03303,10
244,03310,10
245,03311,1
246,03312,10
247,03313,10
248,03320,0
249,03321,9
250,03322,10
251,03323,9
252,03330,9
253,03331,10
254,03332,1
255,03333,1
256,10000,1
257,10001,1
258,10002,1
259,10003,9
260,10010,1
261,10011,8
262,10012,10
263,10013,10
264,10020,8
265,10021,9
266,10022,9
267,10023,9
268,10030,9
269,10031,10
270,10032,10
271,10033,10
272,10100,10
273,10101,10
274,10102,10
275,10103,0
276,10110,10
277,10111,10
278,10112,10
279,10113,10
280,10120,10
281,10121,0
282,10122,10
283,10123,10
284,10130,10
285,10131,10
286,10132,8
287,10133,10
288,10200,9
289,10201,4
290,10202,9
291,10203,10
292,10210,10
293,10211,10
294,10212,10
295,10213,10
296,10220,9
297,10221,10
298,10222,10
299,10223,10
300,10230,9
301,10231,10
302,10232,10
303,10233,10
304,10300,10
305,10301,10
306,10302,10
307,10303,10
308,10310,10
309,10311,10
310,10312,10
311,10313,10
312,10320,10
313,10321,10
314,10322,10
315,10323,10
316,10330,10
317,10331,10
318,10332,9
319,10333,9
320,11000,10
321,11001,10
322,11002,10
323,11003,10
324,11010,10
325,11011,9
326,11012,10
327,11013,10
328,11020,10
329,11021,10
330,11022,10
331,11023,10
332,11030,10
333,11031,10
